task_id,benchmark_id,family,model_route,seed,num_frames,fps,num_inference_steps,cfg_scale,sigma_shift,negative_prompt,prompt,h2_prompt,text_prompt,prompt_source,split,condition_summary_json,video,source_video,condition_path
oprem_0007_e0_s56382197,0007,ball-hits-duck,H2_ADAPTER,56382197,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0007.png,physicsiq/inputs/0007.png,physicsiq/conditions/condition_0003.pt
oprem_0007_e0_s68491523,0007,ball-hits-duck,H2_ADAPTER,68491523,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0007.png,physicsiq/inputs/0007.png,physicsiq/conditions/condition_0003.pt
oprem_0008_e0_s43278311,0008,ball-hits-duck,H2_ADAPTER,43278311,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0008.png,physicsiq/inputs/0008.png,physicsiq/conditions/condition_0004.pt
oprem_0008_e0_s56382197,0008,ball-hits-duck,H2_ADAPTER,56382197,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0008.png,physicsiq/inputs/0008.png,physicsiq/conditions/condition_0004.pt
oprem_0008_e0_s68491523,0008,ball-hits-duck,H2_ADAPTER,68491523,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0008.png,physicsiq/inputs/0008.png,physicsiq/conditions/condition_0004.pt
oprem_0009_e0_s43278311,0009,ball-hits-duck,H2_ADAPTER,43278311,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0009.png,physicsiq/inputs/0009.png,physicsiq/conditions/condition_0005.pt
oprem_0009_e0_s56382197,0009,ball-hits-duck,H2_ADAPTER,56382197,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0009.png,physicsiq/inputs/0009.png,physicsiq/conditions/condition_0005.pt
oprem_0009_e0_s68491523,0009,ball-hits-duck,H2_ADAPTER,68491523,49,24,30,1.2,,,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,A light beige coffee table with a small yellow rubber ducky on it. A mustard yellow couch is in the background. There is a black pipe on one end of the table and a brown tennis ball rolls out of it towards the rubber ducky. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0009.png,physicsiq/inputs/0009.png,physicsiq/conditions/condition_0005.pt
oprem_0010_force_double_s43278311,0010,ball-hits-nothing,H2_ADAPTER,43278311,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0010.png,physicsiq/inputs/0010.png,physicsiq/conditions/condition_0006.pt
oprem_0010_force_double_s56382197,0010,ball-hits-nothing,H2_ADAPTER,56382197,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0010.png,physicsiq/inputs/0010.png,physicsiq/conditions/condition_0006.pt
oprem_0010_force_double_s68491523,0010,ball-hits-nothing,H2_ADAPTER,68491523,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0010.png,physicsiq/inputs/0010.png,physicsiq/conditions/condition_0006.pt
oprem_0011_force_double_s43278311,0011,ball-hits-nothing,H2_ADAPTER,43278311,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0011.png,physicsiq/inputs/0011.png,physicsiq/conditions/condition_0007.pt
oprem_0011_force_double_s56382197,0011,ball-hits-nothing,H2_ADAPTER,56382197,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0011.png,physicsiq/inputs/0011.png,physicsiq/conditions/condition_0007.pt
oprem_0011_force_double_s68491523,0011,ball-hits-nothing,H2_ADAPTER,68491523,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0011.png,physicsiq/inputs/0011.png,physicsiq/conditions/condition_0007.pt
oprem_0012_force_double_s43278311,0012,ball-hits-nothing,H2_ADAPTER,43278311,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0012.png,physicsiq/inputs/0012.png,physicsiq/conditions/condition_0008.pt
oprem_0012_force_double_s56382197,0012,ball-hits-nothing,H2_ADAPTER,56382197,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0012.png,physicsiq/inputs/0012.png,physicsiq/conditions/condition_0008.pt
oprem_0012_force_double_s68491523,0012,ball-hits-nothing,H2_ADAPTER,68491523,49,24,30,1.2,,,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,A light-colored wooden coffee table with a few small objects on it including a tennis ball and a smaller red ball. An orange ball rolls out of a black pipe that is sitting on the table towards the right side. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,,physicsiq/inputs/0012.png,physicsiq/inputs/0012.png,physicsiq/conditions/condition_0008.pt
oursop_0013_s43278311,0013,ball-in-basket,H2_ADAPTER,43278311,49,24,30,1.2,,,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,"{""e_edge_kind"": ""support"", ""e_node_encoded"": 0.9486832980505138, ""e_object_edge_raw"": null, ""e_physical"": 0.9, ""e_support_edge_encoded"": 0.9486832980505138, ""force_active_latent_slots"": [], ""force_angle_degrees"": [], ""force_encoded"": null, ""force_object_indices"": [], ""force_raw"": null, ""g_encoded"": 1.0, ""g_physical_m_s2"": 9.8, ""mu"": null}",physicsiq/inputs/0013.png,physicsiq/inputs/0013.png,physicsiq/conditions/condition_0009.pt
oursop_0013_s56382197,0013,ball-in-basket,H2_ADAPTER,56382197,49,24,30,1.2,,,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,"{""e_edge_kind"": ""support"", ""e_node_encoded"": 0.9486832980505138, ""e_object_edge_raw"": null, ""e_physical"": 0.9, ""e_support_edge_encoded"": 0.9486832980505138, ""force_active_latent_slots"": [], ""force_angle_degrees"": [], ""force_encoded"": null, ""force_object_indices"": [], ""force_raw"": null, ""g_encoded"": 1.0, ""g_physical_m_s2"": 9.8, ""mu"": null}",physicsiq/inputs/0013.png,physicsiq/inputs/0013.png,physicsiq/conditions/condition_0009.pt
oursop_0013_s68491523,0013,ball-in-basket,H2_ADAPTER,68491523,49,24,30,1.2,,,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,"{""e_edge_kind"": ""support"", ""e_node_encoded"": 0.9486832980505138, ""e_object_edge_raw"": null, ""e_physical"": 0.9, ""e_support_edge_encoded"": 0.9486832980505138, ""force_active_latent_slots"": [], ""force_angle_degrees"": [], ""force_encoded"": null, ""force_object_indices"": [], ""force_raw"": null, ""g_encoded"": 1.0, ""g_physical_m_s2"": 9.8, ""mu"": null}",physicsiq/inputs/0013.png,physicsiq/inputs/0013.png,physicsiq/conditions/condition_0009.pt
oursop_0014_s43278311,0014,ball-in-basket,H2_ADAPTER,43278311,49,24,30,1.2,,,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,"{""e_edge_kind"": ""support"", ""e_node_encoded"": 0.9486832980505138, ""e_object_edge_raw"": null, ""e_physical"": 0.9, ""e_support_edge_encoded"": 0.9486832980505138, ""force_active_latent_slots"": [], ""force_angle_degrees"": [], ""force_encoded"": null, ""force_object_indices"": [], ""force_raw"": null, ""g_encoded"": 1.0, ""g_physical_m_s2"": 9.8, ""mu"": null}",physicsiq/inputs/0014.png,physicsiq/inputs/0014.png,physicsiq/conditions/condition_0010.pt
oursop_0014_s56382197,0014,ball-in-basket,H2_ADAPTER,56382197,49,24,30,1.2,,,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,An orange inflatable basketball is suspended above a black plastic crate placed on a wooden table. The ball is then released. Static shot with no camera movement.,benchmark_op_unmodified,PhysDelta2010_subset,"{""e_edge_kind"": ""support"", ""e_node_encoded"": 0.9486832980505138, ""e_object_edge_raw"": null, ""e_physical"": 0.9, ""e_support_edge_encoded"": 0.9486832980505138, ""force_active_latent_slots"": [], ""force_angle_degrees"": [], ""force_encoded"": null, ""force_object_indices"": [], ""force_raw"": null, ""g_encoded"": 1.0, ""g_physical_m_s2"": 9.8, ""mu"": null}",physicsiq/inputs/0014.png,physicsiq/inputs/0014.png,physicsiq/conditions/condition_0010.pt
